id,name,slug,category,pricing,website,description,tags,featured,verified
1851,OpenAI Fine-Tuning Studio,openai-finetuning-studio,AI Model Training,Paid,https://platform.openai.com,"Studio for customizing and fine-tuning GPT models","llm,training,api",true,true
1852,Anthropic Model Tuning,anthropic-model-tuning,AI Model Training,Paid,https://www.anthropic.com,"Claude model customization and tuning tools","llm,training,enterprise",true,true
1853,Google Vertex Tuning Studio,vertex-tuning-studio,AI Model Training,Paid,https://cloud.google.com/vertex-ai,"Gemini model fine-tuning platform","ml,google,training",true,true
1854,Meta Llama Tuning Suite,meta-llama-tuning-suite,AI Model Training,Free,https://ai.meta.com,"Llama model fine-tuning and adaptation tools","llm,training,meta",true,true
1855,Mistral Fine-Tune API,mistral-finetune-api,AI Model Training,Paid,https://mistral.ai,"Mistral model fine-tuning API for enterprise","llm,training,api",true,true

1856,Hugging Face Training Hub,hf-training-hub,AI Model Training,Free,https://huggingface.co,"Central hub for training transformer models","ml,training,ai",true,true
1857,Axolotl Training Framework,axolotl-training-framework,AI LLM Training,Free,https://github.com,"Efficient open-source LLM training framework","llm,training,open-source",true,true
1858,PEFT Training Library,peft-training-library,AI Efficient Training,Free,https://huggingface.co,"Parameter-efficient fine-tuning library","ml,training,ai",true,true
1859,DeepSpeed Training Engine,deepspeed-training-engine,AI Training Optimization,Free,https://www.deepspeed.ai,"Distributed large-scale model training engine","ml,training,distributed",true,true
1860,PyTorch Training Studio,pytorch-training-studio,AI ML Training,Free,https://pytorch.org,"PyTorch-based model training environment","ml,training,ai",true,true

1861,TensorFlow Training Hub,tensorflow-training-hub,AI ML Training,Free,https://www.tensorflow.org,"TensorFlow model training ecosystem","ml,training,google",true,true
1862,JAX Training Engine,jax-training-engine,AI Research Training,Free,https://jax.readthedocs.io,"High-performance ML research training engine","ml,research,training",true,true
1863,Flax Training Framework,flax-training-framework,AI Neural Training,Free,https://flax.readthedocs.io,"Neural network training library on JAX","ml,training,ai",true,true
1864,Lightning AI Training,lightning-ai-training,AI Training Platform,Paid,https://lightning.ai,"Simplified AI model training platform","ml,training,cloud",true,true
1865,Weights & Biases Training,wandb-training,AI Experiment Platform,Paid,https://wandb.ai,"ML training tracking and experiment logging","ml,tracking,ai",true,true

1866,Neptune Training Tracker,neptune-training-tracker,AI Experiment Tracking,Paid,https://neptune.ai,"ML training experiment monitoring system","ml,tracking,ai",true,true
1867,Comet Training Studio,comet-training-studio,AI Experiment Tracking,Paid,https://www.comet.com,"AI model training tracking and analytics","ml,tracking,ai",true,true
1868,ClearML Training Hub,clearml-training-hub,AI MLOps Training,Free,https://clear.ml,"MLOps training automation platform","ml,training,ops",true,true
1869,MLflow Training Studio,mlflow-training-studio,AI ML Lifecycle,Paid,https://mlflow.org,"ML training lifecycle management system","ml,training,devops",true,true
1870,Kubeflow Training Pipelines,kubeflow-training-pipelines,AI ML Pipelines,Paid,https://kubeflow.org,"Kubernetes-based ML training pipelines","ml,kubernetes,training",true,true

