id,name,slug,category,pricing,website,description,tags,featured,verified
1,ChatGPT,chatgpt,AI Chatbot,Freemium,https://chatgpt.com,"AI assistant for writing, coding, research and productivity","chatbot,gpt,writing,coding",true,true
2,Claude,claude,AI Chatbot,Freemium,https://claude.ai,"AI assistant focused on reasoning, analysis and document tasks","chatbot,reasoning,documents",true,true
3,Gemini,gemini,AI Chatbot,Freemium,https://gemini.google.com,"Google AI assistant for work, creativity and research","chatbot,google,assistant",true,true
4,Microsoft Copilot,microsoft-copilot,AI Chatbot,Freemium,https://copilot.microsoft.com,"AI assistant integrated with Microsoft services","chatbot,office,productivity",true,true
5,Perplexity,perplexity,AI Search Engine,Freemium,https://www.perplexity.ai,"AI-powered answer and research search engine","search,research,chat",true,true

6,Midjourney,midjourney,AI Image Generator,Paid,https://www.midjourney.com,"AI image generation from text prompts","image,art,design",true,true
7,Leonardo AI,leonardo-ai,AI Image Generator,Freemium,https://leonardo.ai,"AI image generation platform for creators and designers","image,art,gaming",true,true
8,Ideogram,ideogram,AI Image Generator,Freemium,https://ideogram.ai,"AI image generation with advanced text rendering","image,text,design",true,true
9,Adobe Firefly,adobe-firefly,AI Image Generator,Freemium,https://firefly.adobe.com,"Adobe AI tools for generating and editing images","image,adobe,creative",true,true
10,DALL-E,dall-e,AI Image Generator,Paid,https://openai.com/dall-e,"AI model for creating images from text descriptions","image,generation,art",true,true

11,Runway,runway,AI Video Generator,Freemium,https://runwayml.com,"AI video creation, editing and generative video tools","video,editing,generative",true,true
12,Pika,pika,AI Video Generator,Freemium,https://pika.art,"Text-to-video and AI animation platform","video,animation,text-to-video",true,true
13,Synthesia,synthesia,AI Avatar Video,Paid,https://www.synthesia.io,"Create videos using AI avatars and voices","avatar,video,training",true,true
14,HeyGen,heygen,AI Avatar Video,Freemium,https://www.heygen.com,"AI avatar and talking video generation platform","avatar,video,marketing",true,true
15,Luma AI,luma-ai,AI Video Generator,Freemium,https://lumalabs.ai,"AI video generation and 3D creation tools","video,3d,creative",true,true

16,ElevenLabs,elevenlabs,AI Voice Generator,Freemium,https://elevenlabs.io,"AI voice synthesis and voice cloning platform","voice,audio,tts",true,true
17,Murf AI,murf-ai,AI Voice Generator,Freemium,https://murf.ai,"AI voiceovers for presentations and videos","voice,narration,audio",true,true
18,PlayHT,playht,AI Voice Generator,Freemium,https://play.ht,"AI text-to-speech and voice cloning service","voice,tts,cloning",true,true
19,Descript,descript,AI Audio Editor,Freemium,https://www.descript.com,"Audio and video editing with AI features","audio,editing,podcast",true,true
20,Otter.ai,otter-ai,AI Transcription,Freemium,https://otter.ai,"AI meeting notes and speech transcription","meeting,notes,transcription",true,true

21,Jasper,jasper,AI Writing,Paid,https://www.jasper.ai,"AI content writing platform for marketing teams","writing,marketing,copywriting",true,true
22,Copy.ai,copy-ai,AI Writing,Freemium,https://www.copy.ai,"AI writing and sales content generation","writing,sales,marketing",true,true
