id,name,slug,category,pricing,website,description,tags,featured,verified
1001,RunPod Serverless,runpod-serverless,AI Serverless GPU,Paid,https://www.runpod.io,"Serverless GPU inference and AI workload execution platform","gpu,serverless,compute",true,true
1002,Modal Serverless AI,modal-serverless-ai,AI Cloud Compute,Paid,https://modal.com,"Run scalable AI workloads with serverless infrastructure","cloud,gpu,ai",true,true
1003,BentoML Cloud,bentoml-cloud,AI Model Serving,Paid,https://www.bentoml.com,"Deploy and serve machine learning models in production","ml,serving,api",true,true
1004,Seldon Deploy AI,seldon-deploy-ai,AI MLOps Platform,Paid,https://www.seldon.io,"Enterprise MLOps platform for model deployment and monitoring","ml,devops,enterprise",true,true
1005,KServe Platform,kserve-platform,AI Model Serving,Free,https://kserve.github.io,"Kubernetes-based scalable ML inference platform","ml,kubernetes,serving",true,true

1006,Ray Serve AI,ray-serve-ai,AI Distributed Serving,Free,https://www.ray.io,"Distributed system for scalable AI model serving","ml,distributed,serving",true,true
1007,MLServer,mlserver,AI Model Server,Free,https://github.com/SeldonIO/MLServer,"Open-source model server for ML deployment","ml,api,serving",true,true
1008,Triton Cloud AI,triton-cloud-ai,AI Inference Cloud,Free,https://developer.nvidia.com,"NVIDIA inference server for AI model deployment","gpu,inference,ai",true,true
1009,vLLM Cloud,vllm-cloud,AI LLM Serving,Free,https://github.com/vllm-project/vllm,"High-performance LLM inference engine for production","llm,inference,performance",true,true
1010,Ollama Cloud,ollama-cloud,AI Local + Cloud LLM,Free,https://ollama.com,"Run LLMs locally or via cloud APIs","llm,local,cloud",true,true

1011,Hugging Face Inference API,huggingface-inference-api,AI Model API,Paid,https://huggingface.co,"Access thousands of open-source AI models via API","ml,api,models",true,true
1012,Hugging Face Spaces,hf-spaces,AI App Hosting,Freemium,https://huggingface.co/spaces,"Deploy AI apps and demos easily in the cloud","ml,apps,hosting",true,true
1013,Hugging Face AutoTrain,autotrain,AI Model Training,Paid,https://huggingface.co/autotrain,"No-code AI model training platform","ml,training,no-code",true,true
1014,Replicate Serverless,replicate-serverless,AI Model Hosting,Paid,https://replicate.com,"Run and deploy ML models via simple API calls","ml,api,hosting",true,true
1015,Fireworks Inference API,fireworks-inference-api,AI LLM API,Paid,https://fireworks.ai,"Fast LLM inference optimized for production","llm,api,inference",true,true

1016,Together Inference,together-inference,AI Model API,Paid,https://www.together.ai,"Run and fine-tune open-source AI models at scale","llm,api,models",true,true
1017,OpenRouter Gateway,openrouter-gateway,AI LLM Router,Paid,https://openrouter.ai,"Unified API for multiple LLM providers","llm,api,router",true,true
1018,Portkey Gateway,portkey-gateway,AI LLM Proxy,Paid,https://portkey.ai,"Control and monitor LLM API requests across providers","llm,gateway,api",true,true
1019,LiteLLM Proxy,litellm-proxy,AI API Proxy,Free,https://github.com/BerriAI/litellm,"Open-source LLM API gateway and proxy layer","llm,proxy,api",true,true
1020,Helicone Dashboard,helicone-dashboard,AI API Observability,Freemium,https://helicone.ai,"Monitor and analyze LLM API usage and performance","llm,monitoring,analytics",true,true

1021,PromptLayer AI,promptlayer-ai,AI Prompt Tracking,Freemium,https://promptlayer.com,"Track, version and optimize AI prompts","prompts,llm,devtools",true,true
