id,name,slug,category,pricing,website,description,tags,featured,verified
1151,Midjourney,midjourney,AI Image Generator,Paid,https://www.midjourney.com,"High-quality AI image generation via prompt-based diffusion models","image,art,generative",true,true
1152,DALL·E 3,dalle-3,AI Image Generation,Paid,https://openai.com/dall-e-3,"OpenAI advanced text-to-image generation model","image,openai,generative",true,true
1153,Stable Diffusion,stable-diffusion,AI Image Model,Free,https://stability.ai,"Open-source image generation model for developers","image,open-source,ml",true,true
1154,Adobe Firefly,adobe-firefly,AI Design Tool,Freemium,https://firefly.adobe.com,"AI design and generative image creation tool","design,image,creative",true,true
1155,Leonardo AI,leonardo-ai,AI Art Generator,Freemium,https://leonardo.ai,"AI image generation platform for game assets and art","image,art,game",true,true

1156,Playground AI,playground-ai,AI Image Generator,Freemium,https://playgroundai.com,"Easy-to-use AI image generation platform","image,art,creative",true,true
1157,Canva AI,canva-ai,AI Design Platform,Freemium,https://www.canva.com,"AI-powered design, branding and content creation tools","design,ai,marketing",true,true
1158,Figma AI,figma-ai,AI UI Design Tool,Freemium,https://www.figma.com,"AI-assisted UI/UX design platform","design,ui,product",true,true
1159,Uizard AI,uizard-ai,AI UI Generator,Freemium,https://uizard.io,"Turn sketches into UI designs using AI","ui,design,prototype",true,true
1160,Framer AI,framer-ai,AI Website Builder,Freemium,https://www.framer.com,"AI-powered website and landing page generator","web,design,no-code",true,true

1161,Durable AI,durable-ai,AI Website Builder,Freemium,https://durable.co,"AI website builder for small businesses","web,automation,business",true,true
1162,Wix ADI,wix-adi,AI Website Builder,Freemium,https://www.wix.com/adi,"AI-powered website creation platform","web,no-code,design",true,true
1163,10Web AI,10web-ai,AI WordPress Builder,Freemium,https://10web.io,"AI WordPress website builder and optimization tool","web,wordpress,automation",true,true
1164,Hostinger AI Builder,hostinger-ai,AI Website Builder,Freemium,https://www.hostinger.com,"AI-powered website creation tool","web,hosting,no-code",true,true
1165,Bookmark AI,bookmark-ai,AI Website Builder,Freemium,https://www.bookmark.com,"AI website builder with design assistant","web,design,no-code",true,true

1166,Looka AI,looka-ai,AI Logo Generator,Freemium,https://looka.com,"AI logo design and branding tool","logo,branding,design",true,true
1167,Brandmark AI,brandmark-ai,AI Branding Tool,Freemium,https://brandmark.io,"AI logo and brand identity generator","branding,logo,design",true,true
1168,Designs.ai,designs-ai,AI Design Suite,Freemium,https://designs.ai,"AI-powered branding, video and design platform","design,branding,creative",true,true
1169,Khroma AI,khroma-ai,AI Color Tool,Free,https://khroma.co,"AI color palette generator for designers","design,color,ui",true,true
