id,name,slug,category,pricing,website,description,tags,featured,verified
851,OpenAI API Platform,openai-api-platform,AI Model API,Paid,https://openai.com/api,"Access to GPT models and multimodal AI APIs for developers","llm,api,models",true,true
852,Anthropic Claude API,anthropic-claude-api,AI LLM API,Paid,https://www.anthropic.com,"Large language model API for Claude models","llm,api,assistant",true,true
853,Google Gemini API,google-gemini-api,AI Model API,Paid,https://ai.google.dev,"Google's multimodal AI model API platform","llm,api,google",true,true
854,Cohere API,cohere-api,AI NLP API,Paid,https://cohere.com,"Natural language processing and embeddings API","nlp,embeddings,api",true,true
855,Mistral AI API,mistral-ai-api,AI LLM API,Paid,https://mistral.ai,"High-performance open-weight LLM API platform","llm,open-source,api",true,true

856,Together AI,together-ai,AI Model Hosting,Paid,https://www.together.ai,"Run and fine-tune open-source AI models at scale","llm,hosting,models",true,true
857,Replicate AI,replicate-ai,AI Model Hosting,Paid,https://replicate.com,"Deploy and run machine learning models via API","ml,api,hosting",true,true
858,Fireworks AI,fireworks-ai,AI Inference Platform,Paid,https://fireworks.ai,"Fast inference platform for large language models","llm,inference,api",true,true
859,Baselime AI,baselime-ai,AI Observability,Paid,https://baselime.io,"Observability platform for serverless and AI systems","observability,cloud,monitoring",true,true
860,Modal AI,modal-ai,AI Serverless Compute,Paid,https://modal.com,"Run AI workloads on serverless GPU infrastructure","gpu,serverless,compute",true,true

861,Lambda Labs AI,lambda-labs-ai,AI GPU Cloud,Paid,https://lambdalabs.com,"GPU cloud infrastructure for AI training and inference","gpu,cloud,ml",true,true
862,Paperspace AI,paperspace-ai,AI Compute Platform,Paid,https://www.paperspace.com,"Cloud GPUs for machine learning and AI development","gpu,ml,cloud",true,true
863,RunPod AI,runpod-ai,AI GPU Hosting,Paid,https://www.runpod.io,"Affordable GPU cloud for AI training and inference","gpu,cloud,ai",true,true
864,CoreWeave AI,coreweave-ai,AI Cloud Infrastructure,Paid,https://www.coreweave.com,"High-performance cloud infrastructure for AI workloads","cloud,gpu,ai",true,true
865,Crusoe AI Cloud,crusoe-ai-cloud,AI Compute Platform,Paid,https://www.crusoe.ai,"Sustainable compute infrastructure for AI training","cloud,compute,ai",true,true

866,Weights & Biases,wandb-ai,AI Experiment Tracking,Freemium,https://wandb.ai,"ML experiment tracking and model monitoring platform","ml,tracking,experiments",true,true
867,Comet ML,comet-ml,AI Experiment Tracking,Paid,https://www.comet.com,"Track, compare and optimize machine learning experiments","ml,tracking,ai",true,true
868,Neptune AI,neptune-ai,AI Experiment Management,Paid,https://neptune.ai,"ML experiment tracking and metadata management platform","ml,tracking,data",true,true
869,ClearML,clearml,AI MLOps Platform,Free,https://clear.ml,"Open-source MLOps and experiment tracking platform","ml,open-source,devops",true,true
870,DVC AI,dvc-ai,AI Data Versioning,Free,https://dvc.org,"Data and model version control for machine learning projects","ml,versioning,data",true,true

871,MLflow AI,mlflow-ai,AI ML Lifecycle,Free,https://mlflow.org,"Open-source ML lifecycle and experiment tracking tool","ml,devops,tracking",true,true
872,Kubeflow AI,kubeflow-ai,AI ML Platform,Free,https://www.kubeflow.org,"Machine learning workflows on Kubernetes","ml,kubernetes,workflow",true,true
873,SageMaker AI,sagemaker-ai,AI ML Platform,Paid,https://aws.amazon.com/sagemaker,"Amazon ML platform for building and deploying models","aws,ml,cloud",true,true
874,Vertex AI,vertex-ai,AI ML Platform,Paid,https://cloud.google.com/vertex-ai,"Google unified ML platform for training and deployment","google,ml,cloud",true,true
