id,name,slug,category,pricing,website,description,tags,featured,verified
1501,Runway Enterprise,runway-enterprise,AI Video Platform,Paid,https://runwayml.com,"Enterprise AI video generation and editing platform","video,enterprise,generative",true,true
1502,Pika Enterprise,pika-enterprise,AI Video Generation,Freemium,https://pika.art,"Advanced AI video generation for professional creators","video,generative,ai",true,true
1503,Synthesia Enterprise,synthesia-enterprise,AI Avatar Video,Paid,https://www.synthesia.io,"Enterprise AI avatar video creation platform","video,avatar,enterprise",true,true
1504,HeyGen Enterprise,heygen-enterprise,AI Video Avatar,Paid,https://www.heygen.com,"AI avatar video generation for businesses","video,avatar,ai",true,true
1505,Colossyan Enterprise,colossyan-enterprise,AI Video Platform,Paid,https://www.colossyan.com,"AI presenter video generation for enterprises","video,training,ai",true,true

1506,DeepBrain Enterprise,deepbrain-enterprise,AI Avatar Studio,Paid,https://www.deepbrain.io,"Enterprise AI human avatar video production platform","video,avatar,enterprise",true,true
1507,D-ID Enterprise,d-id-enterprise,AI Talking Avatar,Paid,https://www.d-id.com,"Enterprise talking avatar and video generation system","video,avatar,ai",true,true
1508,Hour One Enterprise,hour-one-enterprise,AI Video Presenter,Paid,https://hourone.ai,"AI presenter video platform for enterprises","video,enterprise,ai",true,true
1509,Elai Enterprise,elai-enterprise,AI Video Generator,Paid,https://elai.io,"Enterprise AI video creation platform with avatars","video,marketing,ai",true,true
1510,Fliki Enterprise,fliki-enterprise,AI Content Video,Paid,https://fliki.ai,"Enterprise AI text-to-video content platform","video,tts,ai",true,true

1511,InVideo Enterprise,invideo-enterprise,AI Video Creator,Paid,https://invideo.io,"Enterprise AI video creation and marketing platform","video,marketing,ai",true,true
1512,Pictory Enterprise,pictory-enterprise,AI Video Automation,Paid,https://pictory.ai,"Enterprise AI video generation from scripts and blogs","video,automation,ai",true,true
1513,Lumen5 Enterprise,lumen5-enterprise,AI Marketing Video,Paid,https://lumen5.com,"Enterprise AI video marketing platform","video,marketing,ai",true,true
1514,VEED Enterprise,veed-enterprise,AI Video Editing,Paid,https://www.veed.io,"Enterprise AI video editing and subtitle tools","video,editing,ai",true,true
1515,CapCut Pro AI,capcut-pro-ai,AI Video Editor,Freemium,https://www.capcut.com,"Advanced AI video editing tools for professionals","video,editing,social",true,true

1516,Adobe Premiere Pro AI,premiere-pro-ai,AI Video Editing,Paid,https://www.adobe.com/products/premiere.html,"AI-powered professional video editing suite","video,editing,adobe",true,true
1517,Adobe After Effects AI,after-effects-ai,AI Motion Graphics,Paid,https://www.adobe.com/products/aftereffects.html,"AI-enhanced motion graphics and VFX tools","video,vfx,ai",true,true
1518,Adobe Express Enterprise,adobe-express-enterprise,AI Design Platform,Paid,https://www.adobe.com/express,"Enterprise AI design and content creation tool","design,marketing,ai",true,true
1519,Canva Enterprise AI,canva-enterprise-ai,AI Design Suite,Paid,https://www.canva.com,"Enterprise AI design and branding platform","design,branding,ai",true,true
1520,Figma Enterprise AI,figma-enterprise-ai,AI UI Design,Paid,https://www.figma.com,"Enterprise AI-powered UI/UX design platform","design,ui,ai",true,true

1521,Uizard Enterprise,uizard-enterprise,AI UI Generator,Paid,https://uizard.io,"Enterprise AI UI design and prototyping tool","ui,design,ai",true,true
1522,Framer Enterprise AI,framer-enterprise-ai,AI Website Builder,Paid,https://www.framer.com,"Enterprise AI website generation platform","web,design,ai",true,true
1523,Wix Enterprise AI,wix-enterprise-ai,AI Website Builder,Paid,https://www.wix.com,"Enterprise AI website creation platform","web,design,ai",true,true
1524,10Web Enterprise,10web-enterprise,AI WordPress Platform,Paid,https://10web.io,"Enterprise AI WordPress automation platform","web,wordpress,ai",true,true
1525,Hostinger Enterprise AI,hostinger-enterprise-ai,AI Hosting Platform,Paid,https://www.hostinger.com,"Enterprise AI website hosting and builder system","hosting,web,ai",true,true

1526,Shopify Magic AI,shopify-magic-ai,AI Ecommerce Assistant,Freemium,https://www.shopify.com,"AI-powered ecommerce content and product generation","ecommerce,marketing,ai",true,true
