id,name,slug,category,pricing,website,description,tags,featured,verified
1701,OpenAI Agent Builder,openai-agent-builder,AI Agent Platform,Paid,https://platform.openai.com,"No-code/low-code AI agent creation platform","agents,llm,automation",true,true
1702,Anthropic Agent Studio,anthropic-agent-studio,AI Agent Platform,Paid,https://www.anthropic.com,"Claude-based enterprise AI agent builder","agents,llm,enterprise",true,true
1703,Google Agent Builder,google-agent-builder,AI Agent Platform,Paid,https://ai.google,"Gemini-powered AI agent development platform","agents,google,llm",true,true
1704,Microsoft Copilot Agents,microsoft-copilot-agents,AI Agent Platform,Paid,https://www.microsoft.com,"Enterprise AI copilots and automation agents","copilot,agents,enterprise",true,true
1705,Meta Agent Studio,meta-agent-studio,AI Agent Platform,Free,https://ai.meta.com,"Meta AI agent creation and deployment tools","agents,meta,llm",true,true

1706,Amazon Bedrock Agents,amazon-bedrock-agents,AI Agent Platform,Paid,https://aws.amazon.com/bedrock,"AWS managed AI agent orchestration service","agents,aws,llm",true,true
1707,IBM Watsonx Agents,watsonx-agents,AI Agent Platform,Paid,https://www.ibm.com/watsonx,"IBM enterprise AI agent and automation system","agents,ibm,enterprise",true,true
1708,Salesforce Agentforce,salesforce-agentforce,AI CRM Agents,Paid,https://www.salesforce.com,"AI-powered CRM automation agents for businesses","crm,agents,ai",true,true
1709,HubSpot AI Agents,hubspot-ai-agents,AI Marketing Agents,Paid,https://www.hubspot.com,"Marketing and sales automation AI agents","marketing,agents,ai",true,true
1710,Zoho Zia Agents,zoho-zia-agents,AI Business Agents,Paid,https://www.zoho.com,"Business automation AI agents for CRM workflows","crm,agents,ai",true,true

1711,Notion AI Agents,notion-ai-agents,AI Productivity Agents,Freemium,https://www.notion.so,"AI agents for workspace automation and productivity","notes,agents,ai",true,true
1712,Airtable AI Agents,airtable-ai-agents,AI Automation Agents,Freemium,https://airtable.com,"Database automation AI agents","database,agents,ai",true,true
1713,ClickUp AI Agents,clickup-ai-agents,AI Task Agents,Freemium,https://clickup.com,"AI-powered task and project automation agents","tasks,agents,ai",true,true
1714,Miro AI Agents,miro-ai-agents,AI Collaboration Agents,Freemium,https://miro.com,"AI whiteboard collaboration and workflow agents","collaboration,agents,ai",true,true
1715,Figma AI Agents,figma-ai-agents,AI Design Agents,Paid,https://www.figma.com,"AI agents for UI/UX design automation","design,agents,ui",true,true

1716,Canva AI Agents,canva-ai-agents,AI Design Agents,Freemium,https://www.canva.com,"AI agents for design and content creation workflows","design,agents,ai",true,true
1717,Adobe AI Agents,adobe-ai-agents,AI Creative Agents,Paid,https://www.adobe.com,"Creative AI agents for design, video and media","creative,agents,ai",true,true
1718,Runway AI Agents,runway-ai-agents,AI Video Agents,Paid,https://runwayml.com,"AI agents for video generation and editing workflows","video,agents,ai",true,true
1719,Pika AI Agents,pika-ai-agents,AI Video Agents,Freemium,https://pika.art,"AI video generation agents for creators","video,agents,ai",true,true
1720,Synthesia AI Agents,synthesia-ai-agents,AI Video Agents,Paid,https://www.synthesia.io,"AI avatar video automation agents","video,agents,avatar",true,true

1721,HeyGen AI Agents,heygen-ai-agents,AI Avatar Agents,Paid,https://www.heygen.com,"AI avatar video generation agents","video,agents,ai",true,true
1722,D-ID AI Agents,d-id-ai-agents,AI Talking Agents,Paid,https://www.d-id.com,"Talking avatar and video generation agents","video,agents,ai",true,true
1723,DeepBrain AI Agents,deepbrain-ai-agents,AI Human Agents,Paid,https://www.deepbrain.io,"AI human presenter automation agents","video,agents,enterprise",true,true
1724,Hour One AI Agents,hour-one-ai-agents,AI Presenter Agents,Paid,https://hourone.ai,"AI video presenter automation agents","video,agents,ai",true,true
1725,Colossyan AI Agents,colossyan-ai-agents,AI Training Agents,Paid,https://www.colossyan.com,"AI training video automation agents","video,agents,training",true,true

1726,Fliki AI Agents,fliki-ai-agents,AI Content Agents,Freemium,https://fliki.ai,"AI text-to-video content automation agents","video,tts,agents",true,true
1727,Pictory AI Agents,pictory-ai-agents,AI Video Automation Agents,Paid,https://pictory.ai,"AI video creation automation agents","video,automation,agents",true,true
1728,Lumen5 AI Agents,lumen5-ai-agents,AI Marketing Agents,Paid,https://lumen5.com,"AI marketing video automation agents","marketing,video,agents",true,true
