id,name,slug,category,pricing,website,description,tags,featured,verified
2001,OpenAI Code Studio,openai-code-studio,AI Code Platform,Paid,https://platform.openai.com,"AI-powered code generation and development studio","code,llm,dev",true,true
2002,Anthropic Code Assistant,anthropic-code-assistant,AI Code Tool,Paid,https://www.anthropic.com,"Claude-based AI coding assistant for developers","code,llm,dev",true,true
2003,Google Gemini Code AI,gemini-code-ai,AI Code Platform,Paid,https://ai.google,"Gemini-powered AI coding and debugging system","code,google,llm",true,true
2004,Meta Code Llama Studio,meta-code-llama-studio,AI Code Model,Free,https://ai.meta.com,"Code Llama-based AI coding assistant tools","code,llm,meta",true,true
2005,Mistral Code API,mistral-code-api,AI Code API,Paid,https://mistral.ai,"Code generation and reasoning API for developers","code,llm,api",true,true

2006,Github Copilot Studio,github-copilot-studio,AI Code Assistant,Paid,https://github.com/features/copilot,"AI-powered coding assistant for developers","code,github,ai",true,true
2007,Cursor AI IDE,cursor-ai-ide,AI Code Editor,Freemium,https://www.cursor.com,"AI-first code editor with deep LLM integration","code,editor,ai",true,true
2008,Windsurf AI IDE,windsurf-ai-ide,AI Code Editor,Freemium,https://windsurf.com,"AI-powered coding IDE for developers","code,ide,ai",true,true
2009,Replit AI Studio,replit-ai-studio,AI Code Platform,Freemium,https://replit.com,"Cloud-based AI coding and deployment platform","code,cloud,ai",true,true
2010,Codeium AI Assistant,codeium-ai-assistant,AI Code Tool,Freemium,https://codeium.com,"AI autocomplete and coding assistant tool","code,autocomplete,ai",true,true

2011,Tabnine AI,tabnine-ai,AI Code Completion,Paid,https://www.tabnine.com,"AI-powered code completion engine","code,autocomplete,ai",true,true
2012,Amazon CodeWhisperer,codewhisperer,AI Code Tool,Freemium,https://aws.amazon.com/codewhisperer,"AWS AI coding assistant for developers","code,aws,ai",true,true
2013,JetBrains AI Assistant,jetbrains-ai-assistant,AI IDE Tool,Paid,https://www.jetbrains.com,"AI assistant integrated into JetBrains IDEs","code,ide,ai",true,true
2014,Visual Studio IntelliCode,intellicode,AI Code Tool,Free,https://visualstudio.microsoft.com,"Microsoft AI code suggestions and completion tool","code,microsoft,ai",true,true
2015,Google Project IDX AI,project-idx-ai,AI Code Platform,Free,https://idx.dev,"Cloud-based AI coding environment by Google","code,cloud,google",true,true

2016,Sourcegraph Cody AI,sourcegraph-cody-ai,AI Code Search,Paid,https://sourcegraph.com,"AI code search and developer assistant","code,search,ai",true,true
2017,Phind AI Code Search,phind-ai-code-search,AI Code Search,Freemium,https://www.phind.com,"AI-powered developer search engine","code,search,ai",true,true
2018,Kite AI Code Assistant,kite-ai-code-assistant,AI Code Tool,Free,https://www.kite.com,"AI autocomplete and coding assistant tool","code,autocomplete,ai",true,true
2019,Safurai AI Developer Tool,safurai-ai-developer-tool,AI Code Assistant,Freemium,https://www.safurai.com,"AI coding assistant for software development","code,dev,ai",true,true
2020,Mutable AI Studio,mutable-ai-studio,AI Code Refactoring,Paid,https://mutable.ai,"AI code refactoring and generation platform","code,refactor,ai",true,true

2021,AskCodi AI,askcodi-ai,AI Code Assistant,Freemium,https://www.askcodi.com,"AI assistant for coding and software development","code,assistant,ai",true,true
2022,Blackbox AI,blackbox-ai,AI Code Search,Freemium,https://www.blackbox.ai,"AI code search and snippet generation tool","code,search,ai",true,true
2023,DeepCode AI,deepcode-ai,AI Code Review,Paid,https://www.snyk.io,"AI-powered code review and security analysis","code,security,ai",true,true
2024,Snyk Code AI,snyk-code-ai,AI Code Security,Paid,https://snyk.io,"AI code vulnerability detection system","code,security,ai",true,true
