id,name,slug,category,pricing,website,description,tags,featured,verified
451,Superhuman AI,superhuman-ai,AI Email Assistant,Freemium,https://superhuman.com,"AI-powered email writing, summarization and inbox management","email,productivity,writing",true,true
452,Shortwave,shortwave,AI Email Client,Freemium,https://www.shortwave.com,"AI email organization, search and writing assistant","email,gmail,productivity",true,true
453,SaneBox AI,sanebox-ai,AI Email Management,Freemium,https://www.sanebox.com,"AI email filtering and inbox organization platform","email,inbox,automation",true,true
454,MailMaestro,mailmaestro,AI Email Assistant,Freemium,https://www.maestrolabs.com,"AI assistant for writing and replying to emails","email,writing,office",true,true
455,Missive AI,missive-ai,AI Team Email,Freemium,https://missiveapp.com,"Collaborative inbox with AI writing assistance","email,team,collaboration",true,true

456,Mailbutler AI,mailbutler-ai,AI Email Assistant,Freemium,https://www.mailbutler.io,"AI email drafting, tracking and productivity features","email,tracking,assistant",true,true
457,Mailmodo AI,mailmodo-ai,AI Email Marketing,Freemium,https://www.mailmodo.com,"AI tools for interactive email creation and marketing","email,marketing,campaigns",true,true
458,Lavender Email AI,lavender-email-ai,AI Sales Email Assistant,Freemium,https://www.lavender.ai,"AI email coaching for sales professionals","sales,email,writing",true,true
459,Smartwriter AI,smartwriter-ai,AI Sales Outreach,Freemium,https://www.smartwriter.ai,"Personalized cold emails and outreach using AI","sales,email,lead-generation",true,true
460,Warmer.ai,warmer-ai,AI Email Personalization,Paid,https://warmer.ai,"AI-powered personalized email generation for sales","sales,email,automation",true,true

461,Brand24 AI,brand24-ai,AI Social Listening,Freemium,https://brand24.com,"AI-powered brand monitoring and social media insights","social-media,analytics,marketing",true,true
462,Sprout Social AI,sprout-social-ai,AI Social Media Management,Paid,https://sproutsocial.com,"Social media scheduling, analytics and AI assistance","social-media,analytics,marketing",true,true
463,Lately AI,lately-ai,AI Content Repurposing,Freemium,https://www.lately.ai,"Convert long-form content into social media posts","content,social-media,marketing",true,true
464,Buffer AI Assistant,buffer-ai-assistant,AI Social Media,Freemium,https://buffer.com/ai-assistant,"AI writing assistant for social media content","social-media,writing,marketing",true,true
465,SocialBee AI,socialbee-ai,AI Social Media,Freemium,https://socialbee.com,"AI content creation and scheduling for social channels","social-media,scheduling,content",true,true

466,CopySmith,copysmith,AI Copywriting,Freemium,https://copysmith.ai,"AI-generated marketing copy and ecommerce content","writing,marketing,ecommerce",true,true
467,Anyword Data-Driven Editor,anyword-data-driven-editor,AI Copywriting,Paid,https://anyword.com,"AI writing optimized with performance predictions","writing,marketing,conversion",true,true
468,Hypotenuse AI,hypotenuse-ai,AI Content Generator,Freemium,https://www.hypotenuse.ai,"Generate articles, product descriptions and marketing content","writing,seo,ecommerce",true,true
469,ContentBot,contentbot,AI Writing Assistant,Freemium,https://contentbot.ai,"AI content generation for blogs and marketing","writing,blog,marketing",true,true
470,ClosersCopy,closerscopy,AI Copywriting,Paid,https://www.closerscopy.com,"AI writing for advertising and persuasive content","copywriting,ads,sales",true,true

471,PhotoAI,photoai,AI Photo Generator,Freemium,https://photoai.com,"Create AI-generated photos and virtual photoshoots","photo,avatar,images",true,true
472,Remini,remini,AI Photo Enhancement,Freemium,https://remini.ai,"AI-powered image restoration and enhancement","photo,upscaling,restoration",true,true
473,Facetune AI,facetune-ai,AI Photo Editor,Freemium,https://www.facetuneapp.com,"AI tools for portrait editing and enhancement","photo,face,beauty",true,true
