id,name,slug,category,pricing,website,description,tags,featured,verified
2651,OpenAI Marketing AI,openai-marketing-ai,AI Marketing Platform,Paid,https://platform.openai.com,"AI-powered marketing automation and campaign optimization system","marketing,ai,ads",true,true
2652,Google Ads AI,google-ads-ai,AI Advertising Platform,Paid,https://ads.google.com,"Google AI ad targeting and optimization system","ads,google,marketing",true,true
2653,Meta Ads AI,meta-ads-ai,AI Advertising Platform,Paid,https://www.facebook.com/business/ads,"Meta AI ad targeting and campaign optimization system","ads,meta,marketing",true,true
2654,TikTok Ads AI,tiktok-ads-ai,AI Advertising Platform,Paid,https://ads.tiktok.com,"AI-powered TikTok advertising system","ads,tiktok,marketing",true,true
2655,Amazon Ads AI,amazon-ads-ai,AI Advertising Platform,Paid,https://advertising.amazon.com,"Amazon AI ad optimization and targeting system","ads,amazon,marketing",true,true

2656,HubSpot Marketing AI,hubspot-marketing-ai,AI Marketing Platform,Paid,https://www.hubspot.com,"AI inbound marketing and automation system","marketing,crm,ai",true,true
2657,Marketo AI,marketo-ai,AI Marketing Automation,Paid,https://www.adobe.com/marketing/marketo.html,"Adobe AI marketing automation platform","marketing,adobe,ai",true,true
2658,Salesforce Marketing Cloud AI,salesforce-marketing-ai,AI Marketing Platform,Paid,https://www.salesforce.com/marketing-cloud,"AI-driven customer journey and marketing automation","marketing,salesforce,ai",true,true
2659,Mailchimp AI,mailchimp-ai,AI Email Marketing,Freemium,https://mailchimp.com,"AI email marketing and campaign optimization tool","email,marketing,ai",true,true
2660,ActiveCampaign AI,activecampaign-ai,AI Email Automation,Paid,https://www.activecampaign.com,"AI customer journey and email automation platform","email,automation,ai",true,true

2661,OpenAI Content Marketing AI,openai-content-marketing-ai,AI Content Platform,Paid,https://platform.openai.com,"AI content marketing and SEO optimization system","content,seo,ai",true,true
2662,Jasper AI,jasper-ai,AI Content Writer,Paid,https://www.jasper.ai,"AI copywriting and marketing content generation tool","content,writing,ai",true,true
2663,Copy.ai,copy-ai,AI Copywriting Tool,Freemium,https://www.copy.ai,"AI marketing copy and content generation platform","content,copywriting,ai",true,true
2664,Writesonic AI,writesonic-ai,AI Writing Tool,Freemium,https://writesonic.com,"AI SEO content and marketing copy generator","content,seo,ai",true,true
2665,Anyword AI,anyword-ai,AI Marketing Copy,Paid,https://anyword.com,"AI performance-driven marketing copy optimization tool","content,marketing,ai",true,true

2666,OpenAI SEO AI,openai-seo-ai,AI SEO Platform,Paid,https://platform.openai.com,"AI SEO optimization and keyword strategy system","seo,marketing,ai",true,true
2667,Surfer SEO AI,surfer-seo-ai,AI SEO Tool,Paid,https://surferseo.com,"AI SEO content optimization platform","seo,content,ai",true,true
2668,Semrush AI,semrush-ai,AI SEO Analytics,Paid,https://www.semrush.com,"AI SEO and marketing analytics platform","seo,marketing,ai",true,true
